"","Age","Job","Marital.Status","Education","Credit","Balance..euros.","Housing.Loan","Personal.Loan","Contact","Last.Contact.Day","Last.Contact.Month","Last.Contact.Duration","Campaign","Pdays","Previous","Poutcome","Subscription"
"41244",64,"retired","married","tertiary","no",14170,"no","no","cellular",24,"aug",62,2,-1,0,"unknown","0"
"41246",29,"management","single","tertiary","no",265,"no","no","cellular",24,"aug",130,2,94,1,"success","1"
"41247",51,"technician","married","secondary","no",117,"no","no","cellular",24,"aug",467,2,88,4,"other","1"
"41248",70,"retired","married","primary","no",2346,"no","no","cellular",24,"aug",190,3,194,2,"success","0"
"41249",48,"housemaid","married","tertiary","no",5473,"no","no","cellular",24,"aug",232,2,-1,0,"unknown","1"
"41250",37,"management","married","tertiary","no",165,"no","no","cellular",24,"aug",315,1,83,1,"other","0"
"41251",58,"management","married","tertiary","no",1313,"no","no","telephone",24,"aug",420,4,-1,0,"unknown","0"
"41253",18,"student","single","secondary","no",5,"no","no","cellular",24,"aug",143,2,-1,0,"unknown","0"
"41254",39,"technician","married","secondary","no",116,"no","no","cellular",24,"aug",79,2,94,2,"success","0"
"41255",42,"admin.","married","secondary","no",16517,"no","no","cellular",24,"aug",497,2,279,2,"failure","0"
"41257",51,"housemaid","married","unknown","no",2337,"yes","no","cellular",25,"aug",46,4,90,7,"failure","0"
"41259",72,"retired","married","secondary","no",676,"no","no","cellular",25,"aug",188,3,-1,0,"unknown","0"
"41260",40,"management","single","tertiary","no",0,"yes","no","cellular",25,"aug",79,2,95,4,"success","0"
"41261",35,"admin.","single","secondary","no",1810,"yes","no","cellular",25,"aug",52,2,92,2,"failure","0"
"41262",23,"student","single","secondary","no",8494,"no","no","cellular",25,"aug",158,2,-1,0,"unknown","0"
"41263",57,"housemaid","married","secondary","no",5631,"no","no","telephone",25,"aug",68,1,90,5,"other","0"
"41264",37,"blue-collar","married","primary","no",106,"yes","no","cellular",25,"aug",511,1,392,13,"failure","1"
"41265",37,"technician","married","tertiary","no",127,"yes","no","cellular",25,"aug",192,1,193,1,"success","1"
"41266",30,"student","married","tertiary","no",324,"no","no","cellular",25,"aug",585,4,-1,0,"unknown","0"
"41268",45,"unknown","married","tertiary","no",8564,"no","no","cellular",25,"aug",53,1,-1,0,"unknown","0"
"41269",64,"housemaid","married","primary","no",67,"no","no","telephone",25,"aug",153,1,-1,0,"unknown","0"
"41272",34,"student","single","unknown","no",1281,"no","no","cellular",25,"aug",279,1,117,1,"failure","0"
"41273",36,"self-employed","married","tertiary","no",506,"no","no","cellular",25,"aug",47,1,120,1,"failure","0"
"41274",18,"student","single","unknown","no",3,"no","no","cellular",25,"aug",130,2,-1,0,"unknown","1"
"41277",69,"retired","married","secondary","no",0,"no","no","cellular",25,"aug",412,2,-1,0,"unknown","1"
"41279",36,"management","married","tertiary","no",255,"no","no","cellular",25,"aug",242,6,95,4,"success","1"
"41282",43,"management","divorced","tertiary","no",9,"yes","no","cellular",26,"aug",89,5,401,1,"failure","0"
"41283",28,"management","single","tertiary","no",730,"yes","no","cellular",26,"aug",78,6,85,5,"other","0"
"41284",63,"housemaid","married","primary","no",91,"no","no","telephone",26,"aug",128,3,-1,0,"unknown","1"
"41285",36,"services","married","secondary","no",3064,"yes","no","telephone",26,"aug",240,3,107,4,"failure","0"
"41286",35,"technician","single","tertiary","no",992,"yes","no","cellular",26,"aug",79,1,114,3,"failure","0"
"41289",26,"student","single","secondary","no",620,"no","no","cellular",26,"aug",76,1,96,2,"success","0"
"41290",61,"retired","married","secondary","no",399,"no","no","cellular",26,"aug",81,1,-1,0,"unknown","0"
"41292",86,"retired","divorced","primary","no",0,"no","no","telephone",26,"aug",189,1,-1,0,"unknown","1"
"41293",40,"technician","married","secondary","no",3056,"no","no","cellular",26,"aug",103,1,-1,0,"unknown","0"
"41294",64,"retired","married","unknown","no",34,"no","no","cellular",26,"aug",244,2,-1,0,"unknown","1"
"41295",72,"retired","married","secondary","no",1129,"no","no","cellular",26,"aug",186,1,-1,0,"unknown","1"
"41297",60,"retired","married","tertiary","no",108,"no","no","cellular",26,"aug",624,1,-1,0,"unknown","1"
"41298",43,"management","single","tertiary","no",1696,"yes","no","cellular",26,"aug",257,1,474,3,"failure","1"
"41299",39,"technician","divorced","secondary","no",385,"no","no","cellular",26,"aug",143,1,93,1,"failure","0"
"41300",21,"student","single","primary","no",1596,"no","no","cellular",26,"aug",115,1,93,2,"failure","0"
"41301",25,"student","single","secondary","no",331,"no","no","telephone",26,"aug",170,4,-1,0,"unknown","1"
"41302",36,"technician","single","tertiary","no",40,"no","no","cellular",26,"aug",359,3,-1,0,"unknown","0"
"41303",51,"management","married","tertiary","no",2582,"no","no","cellular",26,"aug",197,3,-1,0,"unknown","0"
"41304",57,"management","divorced","unknown","no",854,"no","no","cellular",27,"aug",700,4,92,1,"failure","1"
"41305",31,"management","single","tertiary","no",404,"no","no","cellular",27,"aug",125,7,-1,0,"unknown","0"
"41306",29,"technician","single","secondary","no",382,"no","no","cellular",27,"aug",64,3,202,3,"other","0"
"41308",36,"blue-collar","single","secondary","no",40,"yes","no","cellular",27,"aug",259,3,475,4,"success","1"
"41309",26,"student","single","tertiary","no",97,"no","no","cellular",27,"aug",382,1,-1,0,"unknown","0"
"41310",59,"retired","married","secondary","no",1341,"no","no","cellular",27,"aug",154,2,97,1,"other","0"
"41311",66,"retired","married","secondary","no",2048,"no","no","cellular",27,"aug",212,1,-1,0,"unknown","1"
"41312",33,"technician","single","tertiary","no",3689,"no","no","cellular",27,"aug",445,3,-1,0,"unknown","1"
"41314",29,"technician","single","secondary","no",323,"no","no","cellular",27,"aug",148,2,94,1,"other","0"
"41315",36,"technician","single","secondary","no",539,"yes","no","cellular",27,"aug",398,2,477,1,"failure","1"
"41316",29,"technician","single","secondary","no",590,"no","no","cellular",27,"aug",81,1,94,1,"success","1"
"41317",28,"admin.","single","secondary","no",27,"no","no","cellular",27,"aug",294,1,-1,0,"unknown","0"
"41319",68,"retired","married","tertiary","no",2820,"no","no","cellular",28,"aug",109,2,-1,0,"unknown","0"
"41320",31,"blue-collar","single","primary","no",660,"yes","no","cellular",28,"aug",207,3,478,2,"failure","0"
"41321",62,"unemployed","married","secondary","no",780,"no","no","cellular",28,"aug",162,2,-1,0,"unknown","1"
"41322",32,"admin.","married","secondary","no",31,"no","no","cellular",28,"aug",125,2,95,1,"failure","0"
"41323",36,"admin.","divorced","tertiary","no",289,"yes","yes","cellular",28,"aug",67,3,280,4,"failure","0"
"41325",26,"services","single","secondary","no",38,"no","no","telephone",28,"aug",268,3,-1,0,"unknown","0"
"41326",65,"retired","divorced","tertiary","no",0,"no","no","cellular",28,"aug",248,1,-1,0,"unknown","0"
"41328",32,"management","married","tertiary","no",937,"no","no","cellular",28,"aug",90,1,94,2,"failure","0"
"41329",34,"technician","single","tertiary","no",612,"no","no","cellular",28,"aug",81,1,95,1,"failure","0"
"41330",28,"management","single","tertiary","no",4985,"yes","no","cellular",28,"aug",108,2,-1,0,"unknown","0"
"41331",39,"management","married","tertiary","no",93,"yes","no","cellular",28,"aug",65,1,95,5,"failure","0"
"41332",72,"retired","divorced","primary","no",0,"no","no","telephone",28,"aug",359,1,-1,0,"unknown","0"
"41333",34,"blue-collar","married","secondary","no",1464,"yes","no","cellular",28,"aug",207,3,130,5,"other","1"
"41334",35,"technician","single","tertiary","no",7546,"yes","no","cellular",28,"aug",255,1,88,2,"other","0"
"41335",29,"unemployed","single","tertiary","no",1311,"no","no","cellular",28,"aug",622,1,-1,0,"unknown","1"
"41336",30,"management","married","tertiary","no",7,"yes","no","cellular",28,"aug",173,1,164,4,"other","1"
"41337",66,"admin.","divorced","secondary","no",220,"no","no","cellular",28,"aug",283,1,-1,0,"unknown","0"
"41338",28,"management","single","tertiary","no",207,"no","no","cellular",28,"aug",129,1,94,4,"failure","0"
"41340",62,"retired","married","secondary","no",13,"no","no","telephone",28,"aug",36,1,-1,0,"unknown","0"
"41341",39,"blue-collar","single","primary","no",24277,"no","no","cellular",28,"aug",261,1,-1,0,"unknown","1"
"41342",32,"technician","married","secondary","no",1026,"no","no","cellular",28,"aug",94,3,-1,0,"unknown","0"
"41343",22,"student","single","secondary","no",1564,"no","no","cellular",28,"aug",36,2,-1,0,"unknown","0"
"41344",38,"technician","single","tertiary","no",0,"no","no","cellular",28,"aug",247,2,-1,0,"unknown","0"
"41345",55,"admin.","divorced","secondary","no",1872,"no","no","cellular",28,"aug",155,2,93,8,"failure","1"
"41347",76,"retired","married","primary","no",2632,"no","no","cellular",28,"aug",368,2,-1,0,"unknown","0"
"41348",34,"blue-collar","married","secondary","no",0,"yes","no","cellular",31,"aug",79,5,110,7,"failure","0"
"41349",34,"management","single","tertiary","no",747,"no","no","cellular",31,"aug",72,2,98,1,"failure","0"
"41350",33,"technician","single","tertiary","no",2340,"no","no","cellular",31,"aug",65,5,97,3,"failure","0"
"41351",34,"self-employed","married","tertiary","no",980,"no","no","cellular",31,"aug",69,2,54,4,"failure","0"
"41352",36,"unemployed","single","tertiary","no",953,"yes","no","cellular",31,"aug",102,2,101,3,"failure","0"
"41354",27,"student","single","tertiary","no",118,"no","no","cellular",31,"aug",160,3,98,1,"failure","1"
"41355",45,"management","married","tertiary","no",4119,"yes","yes","telephone",31,"aug",473,2,283,1,"success","1"
"41359",41,"management","married","tertiary","no",285,"yes","no","cellular",31,"aug",90,4,147,4,"failure","0"
"41361",52,"blue-collar","married","secondary","no",2087,"yes","no","cellular",31,"aug",267,1,474,1,"failure","1"
"41362",34,"services","single","secondary","no",15,"no","no","cellular",31,"aug",104,1,-1,0,"unknown","0"
"41363",53,"management","divorced","tertiary","no",6649,"yes","no","cellular",31,"aug",106,1,55,1,"failure","0"
"41364",49,"management","single","tertiary","no",5689,"no","no","cellular",31,"aug",470,1,97,3,"failure","1"
"41365",38,"blue-collar","married","secondary","no",748,"yes","no","cellular",31,"aug",98,3,-1,0,"unknown","0"
"41366",25,"technician","single","tertiary","no",1231,"no","no","cellular",31,"aug",271,2,-1,0,"unknown","1"
"41367",37,"unemployed","married","tertiary","no",7620,"no","no","telephone",31,"aug",164,3,98,3,"failure","0"
"41369",30,"blue-collar","married","primary","no",201,"yes","no","cellular",31,"aug",219,1,157,12,"failure","1"
"41370",36,"technician","married","secondary","no",191,"no","no","cellular",31,"aug",69,1,-1,0,"unknown","0"
"41372",33,"technician","single","secondary","no",1429,"yes","no","cellular",31,"aug",268,8,-1,0,"unknown","1"
"41373",21,"student","single","secondary","no",557,"no","no","cellular",31,"aug",197,2,-1,0,"unknown","0"
"41374",23,"student","single","secondary","no",922,"no","no","cellular",1,"sep",81,5,99,3,"other","0"
"41375",32,"entrepreneur","single","tertiary","no",59649,"no","no","cellular",1,"sep",69,2,-1,0,"unknown","0"
"41376",43,"management","divorced","unknown","no",7702,"no","no","cellular",1,"sep",108,7,102,3,"success","0"
"41377",74,"retired","married","primary","no",2894,"no","no","telephone",1,"sep",97,5,204,2,"other","0"
"41382",26,"management","single","tertiary","no",200,"no","no","cellular",1,"sep",91,2,-1,0,"unknown","0"
"41383",48,"management","divorced","tertiary","no",17964,"yes","no","cellular",1,"sep",120,1,98,5,"success","1"
"41384",63,"retired","married","unknown","no",1849,"no","no","cellular",1,"sep",109,2,-1,0,"unknown","0"
"41385",45,"technician","married","unknown","no",886,"yes","no","cellular",1,"sep",115,1,-1,0,"unknown","0"
"41387",37,"entrepreneur","married","tertiary","no",310,"no","no","cellular",1,"sep",76,1,-1,0,"unknown","0"
"41388",82,"retired","married","primary","no",103,"no","no","cellular",1,"sep",368,1,-1,0,"unknown","0"
"41389",24,"technician","single","secondary","no",1298,"no","no","cellular",1,"sep",86,1,-1,0,"unknown","0"
"41390",30,"admin.","single","tertiary","no",4129,"no","no","cellular",1,"sep",77,1,-1,0,"unknown","0"
"41392",27,"admin.","married","secondary","no",1596,"no","no","cellular",1,"sep",82,1,-1,0,"unknown","1"
"41393",51,"management","married","tertiary","no",2635,"no","no","cellular",1,"sep",181,1,98,2,"failure","1"
"41394",25,"services","single","secondary","no",162,"yes","no","cellular",1,"sep",531,2,-1,0,"unknown","1"
"41395",35,"technician","single","secondary","no",183,"no","no","cellular",1,"sep",516,2,130,2,"failure","0"
"41397",70,"retired","married","secondary","no",2626,"no","no","cellular",2,"sep",140,2,-1,0,"unknown","1"
"41399",39,"admin.","married","secondary","no",973,"yes","no","cellular",2,"sep",172,4,-1,0,"unknown","0"
"41400",34,"services","single","secondary","no",528,"yes","no","cellular",2,"sep",121,3,100,5,"other","1"
"41402",44,"admin.","married","secondary","no",764,"yes","no","cellular",3,"sep",232,1,213,1,"failure","0"
"41404",32,"management","married","tertiary","no",1270,"no","no","cellular",3,"sep",420,1,15,3,"success","0"
"41405",46,"admin.","married","tertiary","no",2552,"no","no","cellular",3,"sep",260,1,94,8,"success","1"
"41406",71,"retired","married","tertiary","no",653,"no","no","telephone",3,"sep",471,1,189,1,"success","1"
"41407",83,"retired","divorced","primary","no",0,"no","no","telephone",3,"sep",225,1,-1,0,"unknown","0"
"41408",44,"technician","single","tertiary","no",2033,"no","no","cellular",3,"sep",444,1,99,1,"failure","1"
"41409",37,"admin.","single","secondary","no",0,"yes","yes","cellular",3,"sep",144,2,463,6,"failure","0"
"41410",36,"management","married","tertiary","no",86,"yes","no","cellular",3,"sep",104,1,380,3,"failure","0"
"41412",32,"admin.","married","secondary","no",995,"no","no","cellular",3,"sep",331,1,99,2,"other","1"
"41413",51,"management","married","tertiary","no",994,"no","no","cellular",3,"sep",268,1,98,3,"failure","0"
"41415",27,"admin.","single","tertiary","no",313,"no","yes","cellular",3,"sep",167,1,93,3,"success","0"
"41416",45,"housemaid","married","tertiary","no",40,"yes","no","cellular",3,"sep",81,1,213,1,"failure","0"
"41418",30,"admin.","divorced","secondary","no",419,"no","no","cellular",3,"sep",72,2,-1,0,"unknown","0"
"41419",62,"management","married","tertiary","no",0,"no","no","cellular",3,"sep",299,1,-1,0,"unknown","1"
"41421",69,"retired","divorced","secondary","no",6850,"no","no","telephone",3,"sep",2055,1,-1,0,"unknown","0"
"41422",46,"management","married","tertiary","no",1950,"no","no","cellular",4,"sep",56,2,-1,0,"unknown","0"
"41423",30,"admin.","single","secondary","no",0,"no","no","cellular",4,"sep",316,3,-1,0,"unknown","1"
"41426",55,"management","married","primary","no",2587,"no","no","cellular",4,"sep",328,2,94,2,"success","1"
"41427",35,"technician","married","secondary","no",2789,"yes","no","cellular",4,"sep",256,2,94,1,"failure","0"
"41428",60,"retired","married","secondary","no",5267,"no","no","cellular",4,"sep",520,1,-1,0,"unknown","1"
"41430",30,"management","single","tertiary","no",1675,"no","no","cellular",4,"sep",181,1,-1,0,"unknown","0"
"41432",37,"unemployed","married","unknown","no",4565,"no","no","cellular",4,"sep",369,1,-1,0,"unknown","0"
"41433",69,"retired","married","secondary","no",148,"no","no","telephone",4,"sep",101,1,-1,0,"unknown","0"
"41435",43,"management","married","tertiary","no",13450,"yes","no","cellular",4,"sep",128,1,-1,0,"unknown","0"
"41436",26,"management","single","tertiary","no",9447,"no","no","cellular",4,"sep",113,1,100,2,"other","0"
"41439",26,"technician","single","secondary","no",1231,"yes","no","cellular",4,"sep",230,1,93,7,"success","1"
"41440",73,"retired","married","unknown","no",3443,"no","no","telephone",4,"sep",770,3,-1,0,"unknown","1"
"41441",30,"admin.","single","secondary","no",2568,"no","no","cellular",4,"sep",563,1,100,4,"other","1"
"41442",62,"housemaid","married","secondary","no",565,"no","no","cellular",4,"sep",123,3,-1,0,"unknown","0"
